transactionType,transactionAmount,Order Invoice Date,orderId,invoiceNumbr,Hsn Code,Marketplace Trasaction Type,cgst,sgst,igst,taxRate
Payment Collection Fee,-20,17-DEC-2025,68588890918,S0D3E8/25/2161,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,17-DEC-2025,68555871849,S0D3E8/25/2151,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,17-DEC-2025,68555871849,S0D3E8/25/2151,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,17-DEC-2025,68555871849,S0D3E8/25/2151,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,17-DEC-2025,68552347884,S0D3E8/25/2150,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,17-DEC-2025,68552347884,S0D3E8/25/2150,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,17-DEC-2025,68552347884,S0D3E8/25/2150,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,18-DEC-2025,68591311832,S0D3E8/25/2164,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,18-DEC-2025,68591311832,S0D3E8/25/2164,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,18-DEC-2025,68591311832,S0D3E8/25/2164,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,18-DEC-2025,68589326210,S0D3E8/25/2162,71171100,COD Vendor Invoice,0,0,-9.38,0.18
Marketing Fee,27.88,18-DEC-2025,68589326210,S0D3E8/25/2162,71171100,NCOD Vendor Invoice,0,0,-9.38,0.18
Payment Collection Fee,-20,18-DEC-2025,68589326210,S0D3E8/25/2162,71171100,COD Vendor Invoice,0,0,-9.38,0.18
Courier Fee,-60,17-DEC-2025,68572976295,S0D3E8/25/2158,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,17-DEC-2025,68572976295,S0D3E8/25/2158,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,17-DEC-2025,68572976295,S0D3E8/25/2158,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,17-DEC-2025,68583219468,S0D3E8/25/2159,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,17-DEC-2025,68583219468,S0D3E8/25/2159,71171100,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,17-DEC-2025,68583219468,S0D3E8/25/2159,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,17-DEC-2025,68559959037,S0D3E8/25/2153,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,17-DEC-2025,68559959037,S0D3E8/25/2153,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,17-DEC-2025,68559959037,S0D3E8/25/2153,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,17-DEC-2025,68586086764,S0D3E8/25/2160,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,17-DEC-2025,68586086764,S0D3E8/25/2160,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,17-DEC-2025,68586086764,S0D3E8/25/2160,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,17-DEC-2025,68572415805,S0D3E8/25/2157,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,17-DEC-2025,68572415805,S0D3E8/25/2157,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,17-DEC-2025,68572415805,S0D3E8/25/2157,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,18-DEC-2025,68590125016,S0D3E8/25/2163,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,18-DEC-2025,68590125016,S0D3E8/25/2163,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,18-DEC-2025,68590125016,S0D3E8/25/2163,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,18-DEC-2025,68590513634,S0D3E8/25/2163,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,18-DEC-2025,68590513634,S0D3E8/25/2163,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,18-DEC-2025,68590513634,S0D3E8/25/2163,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,17-DEC-2025,68557221030,S0D3E8/25/2152,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,17-DEC-2025,68557221030,S0D3E8/25/2152,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,17-DEC-2025,68557221030,S0D3E8/25/2152,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,60,24-NOV-2025,68087828975,S0D3E8/25/1893,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,24-NOV-2025,68087828975,S0D3E8/25/1893,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,24-NOV-2025,68087828975,S0D3E8/25/1893,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,14-NOV-2025,67913828064,S0D3E8/25/1805,71171100,COD Vendor Invoice,0,0,8.01,0.18
Marketing Fee,-35.51,14-NOV-2025,67913828064,S0D3E8/25/1805,71171100,NCOD Vendor Invoice,0,0,8.01,0.18
Payment Collection Fee,20,14-NOV-2025,67913828064,S0D3E8/25/1805,71171100,COD Vendor Invoice,0,0,8.01,0.18
Courier Fee,60,13-NOV-2025,67921414401,S0D3E8/25/1800,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,13-NOV-2025,67921414401,S0D3E8/25/1800,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,13-NOV-2025,67921414401,S0D3E8/25/1800,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,24-NOV-2025,68111686132,S0D3E8/25/1901,71131110,COD Vendor Invoice,0,0,11.06,0.18
Marketing Fee,-18.56,24-NOV-2025,68111686132,S0D3E8/25/1901,71131110,NCOD Vendor Invoice,0,0,11.06,0.18
Payment Collection Fee,20,24-NOV-2025,68111686132,S0D3E8/25/1901,71131110,COD Vendor Invoice,0,0,11.06,0.18
Courier Fee,-60,19-DEC-2025,68606905881,S0D3E8/25/2173,71171100,COD Vendor Invoice,0,0,-9.38,0.18
Marketing Fee,27.88,19-DEC-2025,68606905881,S0D3E8/25/2173,71171100,NCOD Vendor Invoice,0,0,-9.38,0.18
Payment Collection Fee,-20,19-DEC-2025,68606905881,S0D3E8/25/2173,71171100,COD Vendor Invoice,0,0,-9.38,0.18
Courier Fee,-60,19-DEC-2025,68605672399,S0D3E8/25/2171,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,19-DEC-2025,68605672399,S0D3E8/25/2171,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,19-DEC-2025,68605672399,S0D3E8/25/2171,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,19-DEC-2025,68601382857,S0D3E8/25/2170,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,19-DEC-2025,68601382857,S0D3E8/25/2170,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,19-DEC-2025,68601382857,S0D3E8/25/2170,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,19-DEC-2025,68578731603,S0D3E8/25/2166,70181090,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,19-DEC-2025,68578731603,S0D3E8/25/2166,70181090,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,19-DEC-2025,68578731603,S0D3E8/25/2166,70181090,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,19-DEC-2025,68585998364,S0D3E8/25/2169,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,19-DEC-2025,68585998364,S0D3E8/25/2169,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,19-DEC-2025,68585998364,S0D3E8/25/2169,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,19-DEC-2025,68578776020,S0D3E8/25/2167,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,19-DEC-2025,68578776020,S0D3E8/25/2167,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,19-DEC-2025,68578776020,S0D3E8/25/2167,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,19-DEC-2025,68574459566,S0D3E8/25/2165,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,19-DEC-2025,68574459566,S0D3E8/25/2165,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,19-DEC-2025,68574459566,S0D3E8/25/2165,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,19-DEC-2025,68606788134,S0D3E8/25/2172,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,19-DEC-2025,68606788134,S0D3E8/25/2172,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,19-DEC-2025,68606788134,S0D3E8/25/2172,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,19-DEC-2025,68585534856,S0D3E8/25/2168,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,19-DEC-2025,68585534856,S0D3E8/25/2168,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,19-DEC-2025,68585534856,S0D3E8/25/2168,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,21-NOV-2025,68054233110,S0D3E8/25/1869,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,21-NOV-2025,68054233110,S0D3E8/25/1869,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,21-NOV-2025,68054233110,S0D3E8/25/1869,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,20-DEC-2025,68619346126,S0D3E8/25/2183,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,20-DEC-2025,68619346126,S0D3E8/25/2183,71171100,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,20-DEC-2025,68619346126,S0D3E8/25/2183,71171100,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,20-DEC-2025,68605477538,S0D3E8/25/2180,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,20-DEC-2025,68605477538,S0D3E8/25/2180,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,20-DEC-2025,68605477538,S0D3E8/25/2180,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,20-DEC-2025,68605054849,S0D3E8/25/2179,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,20-DEC-2025,68605054849,S0D3E8/25/2179,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,20-DEC-2025,68605054849,S0D3E8/25/2179,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,20-DEC-2025,68627326161,S0D3E8/25/2188,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,20-DEC-2025,68627326161,S0D3E8/25/2188,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,20-DEC-2025,68627326161,S0D3E8/25/2188,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,20-DEC-2025,68618899588,S0D3E8/25/2182,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,20-DEC-2025,68618899588,S0D3E8/25/2182,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,20-DEC-2025,68618899588,S0D3E8/25/2182,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,20-DEC-2025,68565022241,S0D3E8/25/2174,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Marketing Fee,27.03,20-DEC-2025,68565022241,S0D3E8/25/2174,70181090,NCOD Vendor Invoice,0,0,-9.53,0.18
Payment Collection Fee,-20,20-DEC-2025,68565022241,S0D3E8/25/2174,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Courier Fee,-60,20-DEC-2025,68605617504,S0D3E8/25/2181,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,20-DEC-2025,68605617504,S0D3E8/25/2181,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,20-DEC-2025,68605617504,S0D3E8/25/2181,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,20-DEC-2025,68603821910,S0D3E8/25/2178,70181090,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,20-DEC-2025,68603821910,S0D3E8/25/2178,70181090,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,20-DEC-2025,68603821910,S0D3E8/25/2178,70181090,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,20-DEC-2025,68602763261,S0D3E8/25/2177,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Marketing Fee,27.03,20-DEC-2025,68602763261,S0D3E8/25/2177,70181090,NCOD Vendor Invoice,0,0,-9.53,0.18
Payment Collection Fee,-20,20-DEC-2025,68602763261,S0D3E8/25/2177,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Courier Fee,-60,20-DEC-2025,68595940571,S0D3E8/25/2176,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,20-DEC-2025,68595940571,S0D3E8/25/2176,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,20-DEC-2025,68595940571,S0D3E8/25/2176,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,20-DEC-2025,68594550898,S0D3E8/25/2175,71131110,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,20-DEC-2025,68594550898,S0D3E8/25/2175,71131110,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,20-DEC-2025,68594550898,S0D3E8/25/2175,71131110,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,20-DEC-2025,68622468324,S0D3E8/25/2185,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,20-DEC-2025,68622468324,S0D3E8/25/2185,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,20-DEC-2025,68622468324,S0D3E8/25/2185,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,60,29-NOV-2025,68198010491,S0D3E8/25/1943,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,29-NOV-2025,68198010491,S0D3E8/25/1943,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,29-NOV-2025,68198010491,S0D3E8/25/1943,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,24-NOV-2025,68144112522,S0D3E8/25/1921,71171100,COD Vendor Invoice,0,0,10.14,0.18
Marketing Fee,-23.64,24-NOV-2025,68144112522,S0D3E8/25/1921,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,24-NOV-2025,68144112522,S0D3E8/25/1921,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,60,21-NOV-2025,68063907544,S0D3E8/25/1875,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,21-NOV-2025,68063907544,S0D3E8/25/1875,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,21-NOV-2025,68063907544,S0D3E8/25/1875,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,21-NOV-2025,68056364771,S0D3E8/25/1871,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,21-NOV-2025,68056364771,S0D3E8/25/1871,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,21-NOV-2025,68056364771,S0D3E8/25/1871,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,12-NOV-2025,67893347317,S0D3E8/25/1780,71171100,COD Vendor Invoice,0,0,7.09,0.18
Marketing Fee,-40.59,12-NOV-2025,67893347317,S0D3E8/25/1780,71171100,NCOD Vendor Invoice,0,0,7.09,0.18
Payment Collection Fee,20,12-NOV-2025,67893347317,S0D3E8/25/1780,71171100,COD Vendor Invoice,0,0,7.09,0.18
Courier Fee,-60,21-DEC-2025,68619665402,S0D3E8/25/2189,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,21-DEC-2025,68619665402,S0D3E8/25/2189,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,21-DEC-2025,68619665402,S0D3E8/25/2189,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,21-DEC-2025,68658485789,S0D3E8/25/2199,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,21-DEC-2025,68658485789,S0D3E8/25/2199,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,21-DEC-2025,68658485789,S0D3E8/25/2199,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,21-DEC-2025,68622507324,S0D3E8/25/2190,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,21-DEC-2025,68622507324,S0D3E8/25/2190,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,21-DEC-2025,68622507324,S0D3E8/25/2190,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,21-DEC-2025,68623137177,S0D3E8/25/2191,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,21-DEC-2025,68623137177,S0D3E8/25/2191,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,21-DEC-2025,68623137177,S0D3E8/25/2191,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,21-DEC-2025,68639990155,S0D3E8/25/2195,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,21-DEC-2025,68639990155,S0D3E8/25/2195,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,21-DEC-2025,68639990155,S0D3E8/25/2195,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,20-DEC-2025,68623696162,S0D3E8/25/2186,71171100,COD Vendor Invoice,0,0,-10.6,0.18
Marketing Fee,21.1,20-DEC-2025,68623696162,S0D3E8/25/2186,71171100,NCOD Vendor Invoice,0,0,-10.6,0.18
Payment Collection Fee,-20,20-DEC-2025,68623696162,S0D3E8/25/2186,71171100,COD Vendor Invoice,0,0,-10.6,0.18
Courier Fee,-60,21-DEC-2025,68654228568,S0D3E8/25/2198,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Marketing Fee,5,21-DEC-2025,68654228568,S0D3E8/25/2198,71171100,NCOD Vendor Invoice,0,0,-13.5,0.18
Payment Collection Fee,-20,21-DEC-2025,68654228568,S0D3E8/25/2198,71171100,COD Vendor Invoice,0,0,-13.5,0.18
Courier Fee,-60,21-DEC-2025,68636664126,S0D3E8/25/2193,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,21-DEC-2025,68636664126,S0D3E8/25/2193,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,21-DEC-2025,68636664126,S0D3E8/25/2193,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,21-DEC-2025,68646338369,S0D3E8/25/2197,71131110,COD Vendor Invoice,0,0,-7.86,0.18
Marketing Fee,37.39,21-DEC-2025,68646338369,S0D3E8/25/2197,71131110,NCOD Vendor Invoice,0,0,-7.86,0.18
Payment Collection Fee,-21.03,21-DEC-2025,68646338369,S0D3E8/25/2197,71131110,COD Vendor Invoice,0,0,-7.86,0.18
Courier Fee,-60,21-DEC-2025,68626150453,S0D3E8/25/2192,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,21-DEC-2025,68626150453,S0D3E8/25/2192,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,21-DEC-2025,68626150453,S0D3E8/25/2192,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,20-DEC-2025,68622027898,S0D3E8/25/2184,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,20-DEC-2025,68622027898,S0D3E8/25/2184,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,20-DEC-2025,68622027898,S0D3E8/25/2184,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,20-DEC-2025,68623842361,S0D3E8/25/2187,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Marketing Fee,31.27,20-DEC-2025,68623842361,S0D3E8/25/2187,71131110,NCOD Vendor Invoice,0,0,-8.77,0.18
Payment Collection Fee,-20,20-DEC-2025,68623842361,S0D3E8/25/2187,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Courier Fee,-60,21-DEC-2025,68640482188,S0D3E8/25/2196,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,21-DEC-2025,68640482188,S0D3E8/25/2196,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,21-DEC-2025,68640482188,S0D3E8/25/2196,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,60,26-NOV-2025,68171896563,S0D3E8/25/1933,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,26-NOV-2025,68171896563,S0D3E8/25/1933,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,26-NOV-2025,68171896563,S0D3E8/25/1933,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,23-DEC-2025,68641452788,S0D3E8/25/2203,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,23-DEC-2025,68641452788,S0D3E8/25/2203,70181010,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,23-DEC-2025,68641452788,S0D3E8/25/2203,70181010,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,23-DEC-2025,68642415531,S0D3E8/25/2204,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,23-DEC-2025,68642415531,S0D3E8/25/2204,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,23-DEC-2025,68642415531,S0D3E8/25/2204,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,23-DEC-2025,68653123752,S0D3E8/25/2210,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,23-DEC-2025,68653123752,S0D3E8/25/2210,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,23-DEC-2025,68653123752,S0D3E8/25/2210,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,23-DEC-2025,68652946008,S0D3E8/25/2208,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,23-DEC-2025,68652946008,S0D3E8/25/2208,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,23-DEC-2025,68652946008,S0D3E8/25/2208,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,23-DEC-2025,68664544858,S0D3E8/25/2214,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,23-DEC-2025,68664544858,S0D3E8/25/2214,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,23-DEC-2025,68664544858,S0D3E8/25/2214,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,23-DEC-2025,68654409030,S0D3E8/25/2211,70181090,COD Vendor Invoice,0,0,-4.5,0.18
Marketing Fee,55,23-DEC-2025,68654409030,S0D3E8/25/2211,70181090,NCOD Vendor Invoice,0,0,-4.5,0.18
Payment Collection Fee,-20,23-DEC-2025,68654409030,S0D3E8/25/2211,70181090,COD Vendor Invoice,0,0,-4.5,0.18
Courier Fee,-60,23-DEC-2025,68675975770,S0D3E8/25/2219,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Marketing Fee,31.27,23-DEC-2025,68675975770,S0D3E8/25/2219,71131110,NCOD Vendor Invoice,0,0,-8.77,0.18
Payment Collection Fee,-20,23-DEC-2025,68675975770,S0D3E8/25/2219,71131110,COD Vendor Invoice,0,0,-8.77,0.18
Courier Fee,-60,23-DEC-2025,68640506675,S0D3E8/25/2202,70181090,COD Vendor Invoice,0,0,-4.5,0.18
Marketing Fee,55,23-DEC-2025,68640506675,S0D3E8/25/2202,70181090,NCOD Vendor Invoice,0,0,-4.5,0.18
Payment Collection Fee,-20,23-DEC-2025,68640506675,S0D3E8/25/2202,70181090,COD Vendor Invoice,0,0,-4.5,0.18
Courier Fee,-60,23-DEC-2025,68669626698,S0D3E8/25/2217,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Marketing Fee,17.71,23-DEC-2025,68669626698,S0D3E8/25/2217,71131110,NCOD Vendor Invoice,0,0,-11.21,0.18
Payment Collection Fee,-20,23-DEC-2025,68669626698,S0D3E8/25/2217,71131110,COD Vendor Invoice,0,0,-11.21,0.18
Courier Fee,-60,23-DEC-2025,68682789670,S0D3E8/25/2220,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,23-DEC-2025,68682789670,S0D3E8/25/2220,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,23-DEC-2025,68682789670,S0D3E8/25/2220,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,23-DEC-2025,68669451139,S0D3E8/25/2216,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Marketing Fee,22.8,23-DEC-2025,68669451139,S0D3E8/25/2216,71131110,NCOD Vendor Invoice,0,0,-10.3,0.18
Payment Collection Fee,-20,23-DEC-2025,68669451139,S0D3E8/25/2216,71131110,COD Vendor Invoice,0,0,-10.3,0.18
Courier Fee,-60,23-DEC-2025,68650973670,S0D3E8/25/2207,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,23-DEC-2025,68650973670,S0D3E8/25/2207,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,23-DEC-2025,68650973670,S0D3E8/25/2207,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,23-DEC-2025,68652986657,S0D3E8/25/2209,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,23-DEC-2025,68652986657,S0D3E8/25/2209,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
